MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET
ARSON,POS: EXPLOSIVE/INCENDIARY DEV,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,STREET
DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,ALLEY
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,APARTMENT
MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",ALLEY
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESTAURANT
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,LICENSE VIOLATION,GAS STATION
DECEPTIVE PRACTICE,BOGUS CHECK,BANK
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.)
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER
CRIMINAL TRESPASS,TO VEHICLE,SIDEWALK
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,PARKING LOT/GARAGE(NON.RESID.)
BURGLARY,HOME INVASION,RESIDENCE
INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,CTA PLATFORM
HOMICIDE,FIRST DEGREE MURDER,HOUSE
BATTERY,AGG PO HANDS NO/MIN INJURY,STREET
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE
THEFT,ATTEMPT THEFT,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE
GAMBLING,OTHER,STREET
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY
INTIMIDATION,EXTORTION,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING"
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE
DECEPTIVE PRACTICE,FORGERY,RESIDENCE
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.)
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,ALLEY
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE
DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,BANK
SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,DRIVEWAY - RESIDENTIAL
BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING"
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET
PUBLIC INDECENCY,LICENSED PREMISE,PARK PROPERTY
THEFT,POCKET-PICKING,CTA BUS
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA TRAIN
DECEPTIVE PRACTICE,BOGUS CHECK,RESTAURANT
KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE
INTIMIDATION,INTIMIDATION,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE
DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
CRIMINAL DAMAGE,TO STATE SUP PROP,RESIDENCE
DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,SIDEWALK
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
ASSAULT,AGG PO HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE
PUBLIC PEACE VIOLATION,OTHER VIOLATION,COLLEGE/UNIVERSITY GROUNDS
BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,OTHER
ASSAULT,AGGRAVATED: OTHER FIREARM,ALLEY
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING"
HOMICIDE,FIRST DEGREE MURDER,STREET
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.)
OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE
THEFT,PURSE-SNATCHING,STREET
ARSON,BY EXPLOSIVE,DRIVEWAY - RESIDENTIAL
WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,RESIDENCE
NARCOTICS,POSS: COCAINE,SIDEWALK
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,WAREHOUSE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENTIAL YARD (FRONT/BACK)
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE
CRIMINAL DAMAGE,TO STATE SUP PROP,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GROCERY FOOD STORE
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE-GARAGE
DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CLEANING STORE
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING"
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,PARKING LOT/GARAGE(NON.RESID.)
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,PARKING LOT/GARAGE(NON.RESID.)
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK
THEFT,FROM COIN-OP MACHINE/DEVICE,COIN OPERATED MACHINE
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK)
NARCOTICS,POSS: COCAINE,STREET
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,RESTAURANT
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
ROBBERY,ATTEMPT: ARMED-HANDGUN,BARBERSHOP
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE
NARCOTICS,POSS: BARBITUATES,STREET
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE
CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET
OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER FIREARM,CHA APARTMENT
CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY
PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENTIAL YARD (FRONT/BACK)
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK
BATTERY,AGG PO HANDS ETC SERIOUS INJ,CHA PARKING LOT/GROUNDS
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),CTA PLATFORM
NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE
OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,STREET
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET
THEFT,ATTEMPT THEFT,CTA TRAIN
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, BUILDING"
NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,CAR WASH
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE
BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,GOVERNMENT BUILDING/PROPERTY
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET
NARCOTICS,POSS: HEROIN(BRN/TAN),PARKING LOT/GARAGE(NON.RESID.)
SEX OFFENSE,ATT CRIM SEXUAL ABUSE,APARTMENT
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY
ASSAULT,AGGRAVATED: OTHER FIREARM,CHA APARTMENT
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET
NARCOTICS,POSS: SYNTHETIC DRUGS,STREET
GAMBLING,GAME/DICE,CHA PARKING LOT/GROUNDS
CRIMINAL DAMAGE,TO STATE SUP PROP,CHA PARKING LOT/GROUNDS
NARCOTICS,ALTER/FORGE PRESCRIPTION,"SCHOOL, PUBLIC, BUILDING"
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
NARCOTICS,POSS: COCAINE,STREET
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER
NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK
INTIMIDATION,INTIMIDATION,OTHER
THEFT,PURSE-SNATCHING,SIDEWALK
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT
NARCOTICS,POSS: HEROIN(BLACK TAR),STREET
NARCOTICS,POSS: COCAINE,RESIDENCE
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SIDEWALK
NARCOTICS,POSS: COCAINE,STREET
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET
OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,STREET
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE
NARCOTICS,MANU/DELIVER:PCP,STREET
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,PARK PROPERTY
LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,PARK PROPERTY
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER
SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,GAS STATION
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK
ARSON,BY FIRE,VEHICLE NON-COMMERCIAL
GAMBLING,GAME/DICE,CTA STATION
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE-GARAGE
CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET
THEFT,PURSE-SNATCHING,GROCERY FOOD STORE
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"SCHOOL, PUBLIC, BUILDING"
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK
SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING"
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER
CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,STREET
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESIDENCE PORCH/HALLWAY
KIDNAPPING,CHILD ABDUCTION/STRANGER,RESIDENCE PORCH/HALLWAY
BURGLARY,ATTEMPT FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK
DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE
THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,OTHER
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,PARKING LOT/GARAGE(NON.RESID.)
NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE
NARCOTICS,MANU/DELIVER:COCAINE,ALLEY
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE
BURGLARY,HOME INVASION,RESIDENCE
THEFT,FINANCIAL ID THEFT:$300 &UNDER,BANK
THEFT,PURSE-SNATCHING,STREET
THEFT,PURSE-SNATCHING,STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,ALLEY
WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,STREET
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL
NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK
NARCOTICS,POSS: HEROIN(BRN/TAN),PARKING LOT/GARAGE(NON.RESID.)
NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, GROUNDS"
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET
THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE
THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE
DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE
DECEPTIVE PRACTICE,FORGERY,CHA APARTMENT
CRIMINAL DAMAGE,LIBRARY VANDALISM,LIBRARY
CRIMINAL DAMAGE,TO STATE SUP PROP,CHA HALLWAY/STAIRWELL/ELEVATOR
GAMBLING,GAME/DICE,SIDEWALK
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT
OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE
NARCOTICS,POSS: BARBITUATES,STREET
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,CHA PARKING LOT/GROUNDS
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,CHA PARKING LOT/GROUNDS
WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,STREET
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,CHA PARKING LOT/GROUNDS
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK
ROBBERY,VEHICULAR HIJACKING,STREET
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,RESTAURANT
ASSAULT,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET
THEFT,PURSE-SNATCHING,SIDEWALK
DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER
WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE
NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE PORCH/HALLWAY
OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE
INTIMIDATION,INTIMIDATION,APARTMENT
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA TRAIN
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,ALLEY
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
ARSON,BY FIRE,OTHER
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,"SCHOOL, PUBLIC, BUILDING"
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,BANK
THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.)
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING"
CRIMINAL TRESPASS,TO VEHICLE,STREET
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
NARCOTICS,CANNABIS PLANT,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
PUBLIC PEACE VIOLATION,PEEPING TOM,OTHER
KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,GOVERNMENT BUILDING/PROPERTY
CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,ALLEY
ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CHA APARTMENT
THEFT,POCKET-PICKING,CTA TRAIN
THEFT,POCKET-PICKING,CTA TRAIN
THEFT,POCKET-PICKING,RESTAURANT
DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET
PROSTITUTION,PANDERING,RESIDENCE
NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET
ASSAULT,AGGRAVATED: OTHER FIREARM,RESIDENCE
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY
THEFT,ATTEMPT THEFT,STREET
ARSON,ATTEMPT ARSON,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK
DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,APARTMENT
